식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D220-748000000-0487,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,43,,2.82,,,,2.82,,,,,,31,,,,,,,,,,1.41,,3,식품의약품안전처,,355g,커피에반하다,2,수집,2022-07-11,2025-12-29,1471000,식품의약품안전처
D220-748000000-0488,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,59,,2.58,3.23,,4.52,3.87,,,,,,45,,,,,,,,,12.58,2.26,,3,식품의약품안전처,,310g,탐앤탐스,2,수집,2022-07-13,2025-12-29,1471000,식품의약품안전처
D220-748000000-0489,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,32,,1.56,,,,2.34,,,,,,27,,,,,,,,,,1.56,,3,식품의약품안전처,,385g,토프레소,2,수집,2022-07-11,2025-12-29,1471000,식품의약품안전처
D220-748000000-1044,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,44,,1.86,,,,3.05,,,,,,30,,,,,,,,,,1.52,,3,식품의약품안전처,,591g,더벤티,2,수집,2023-06-22,2025-12-29,1471000,식품의약품안전처
D220-748000000-1045,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,46,,2.18,,,,3.11,,,,,,34,,,,,,,,,,,,3,식품의약품안전처,,473g,매머드 익스프레스,2,수집,2023-06-23,2025-12-29,1471000,식품의약품안전처
D220-748110000-0099,커피_카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100g,64,,2.79,,,,4.31,,,,,,50,,,,,,,,,,2.17,,3,식품의약품안전처,,290g,팔공티,2,수집,2025-01-21,2025-12-29,1471000,식품의약품안전처
D220-748110000-0107,커피_카페 라떼 핫(HOT) (EX),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,44,,2.15,,,,3.23,,,,,,31,,,,,,,,,,1.54,,3,식품의약품안전처,,651ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-748110000-0108,커피_카페 라떼 핫(HOT) (Grande),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,41,,1.67,,,,2.71,,,,,,27,,,,,,,,,,1.25,,3,식품의약품안전처,,480ml,커피에반하다,2,수집,2024-12-24,2025-12-29,1471000,식품의약품안전처
D220-748110000-0109,커피_카페 라떼 핫(HOT) (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,36,,1.69,,,,2.54,,,,,,26,,,,,,,,,,1.27,,3,식품의약품안전처,,473ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748000000-1051,커피_카페 라떼 핫(HOT) (K(코끼리)),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,43,,2.00,,,,3.54,,,,,,29,,,,,,,,,,2.15,,3,식품의약품안전처,,650g,달콤,2,수집,2023-06-30,2025-12-29,1471000,식품의약품안전처
D220-748000000-0438,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,49,,2.22,,,,2.89,,,,,,39,,,,,,,,,,1.82,,3,식품의약품안전처,,450g,카페베네,2,수집,2022-07-05,2025-12-29,1471000,식품의약품안전처
D220-748000000-1054,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,85,,3.35,,,,5.50,,,,,,56,,,,,,,,,,2.30,,3,식품의약품안전처,,400g,커피:니,2,수집,2023-09-19,2025-12-29,1471000,식품의약품안전처
D220-748000000-1053,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,34,,1.62,,,,2.54,,,,,,25,,,,,,,,,,1.17,,3,식품의약품안전처,,946g,아임일리터,2,수집,2023-06-30,2025-12-29,1471000,식품의약품안전처
D220-748000000-0477,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,49,,2.33,,,,2.96,,,,,,25,,,,,,,,,,1.33,,3,식품의약품안전처,,473g,투썸플레이스,2,수집,2022-07-12,2025-12-29,1471000,식품의약품안전처
D220-748000000-1052,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,43,,1.90,,,,3.59,,,,,,29,,,,,,,,,,2.11,,3,식품의약품안전처,,473g,달콤,2,수집,2023-06-30,2025-12-29,1471000,식품의약품안전처
D220-748000000-0476,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,57,,2.50,,,,3.75,,,,,,58,,,,,,,,,,2.08,,3,식품의약품안전처,,360g,커피마마,2,수집,2022-07-07,2025-12-29,1471000,식품의약품안전처
D220-748110000-0111,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,55,,2.73,,,,2.83,,,,,,31,,,,,,,,,,1.76,,3,식품의약품안전처,,473ml,드롭탑,2,수집,2025-02-25,2025-12-29,1471000,식품의약품안전처
D220-748110000-0110,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,37,,1.69,,,,2.66,,,,,,28,,,,,,,,,,1.45,,3,식품의약품안전처,,414ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748110000-0113,커피_카페 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100g,32,,1.70,,,,1.92,,,,,,24,,,,,,,,,,1.06,,3,식품의약품안전처,,470g,파스쿠찌,2,수집,2024-12-17,2025-12-29,1471000,식품의약품안전처
D220-748000000-1055,커피_카페 라떼 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,39,,1.81,,,,2.93,,,,,,29,,,,,,,,,,1.34,,3,식품의약품안전처,,591g,아임일리터,2,수집,2023-06-30,2025-12-29,1471000,식품의약품안전처
D220-748110000-0114,커피_카페 라떼 핫(HOT) (ML),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,29,,1.41,,,2.39,2.39,,,,,,20,,,,,,,,,,1.13,,3,식품의약품안전처,,710ml,더리터,2,수집,2025-01-17,2025-12-29,1471000,식품의약품안전처
D220-748110000-0115,커피_카페 라떼 핫(HOT) (Mini Venti),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,39,,1.40,,,,2.46,,,,,,25,,,,,,,,,,1.05,,3,식품의약품안전처,,570ml,커피에반하다,2,수집,2024-12-24,2025-12-29,1471000,식품의약품안전처
D220-748110000-0118,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100g,30,,1.62,,,,1.89,,,,,,23,,,,,,,,,,1.08,,3,식품의약품안전처,,370g,파스쿠찌,2,수집,2024-12-17,2025-12-29,1471000,식품의약품안전처
D220-748110000-0117,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,25,,1.27,,,,1.27,,,,,,9,,,,,,,,,,0.63,,3,식품의약품안전처,,473ml,스무디킹,2,수집,2025-01-22,2025-12-29,1471000,식품의약품안전처
D220-748110000-0116,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,55,,2.73,,,,2.85,,,,,,31,,,,,,,,,,1.75,,3,식품의약품안전처,,355ml,드롭탑,2,수집,2025-02-25,2025-12-29,1471000,식품의약품안전처
D220-748000000-0439,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,46,,2.22,,,,2.78,,,,,,37,,,,,,,,,,1.72,,3,식품의약품안전처,,360g,카페베네,2,수집,2022-07-05,2025-12-29,1471000,식품의약품안전처
D220-748000000-0480,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,48,,2.25,,,,3.10,,,,,,25,,,,,,,,,,1.32,,3,식품의약품안전처,,355g,투썸플레이스,2,수집,2022-07-12,2025-12-29,1471000,식품의약품안전처
D220-748000000-0479,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,58,,2.57,,,,3.86,,,,,,54,,,,,,,,,,2.14,,3,식품의약품안전처,,280g,커피마마,2,수집,2022-07-07,2025-12-29,1471000,식품의약품안전처
D220-748000000-1057,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,58,,1.97,,,,3.66,,,,,,29,,,,,,,,,,2.25,,3,식품의약품안전처,,355g,달콤,2,수집,2023-06-30,2025-12-29,1471000,식품의약품안전처
D220-748000000-1059,커피_카페 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,69,,2.59,,,,4.26,,,,,,43,,,,,,,,,,1.68,,3,식품의약품안전처,,340g,커피:니,2,수집,2023-09-19,2025-12-29,1471000,식품의약품안전처
D220-748110000-0119,커피_카페 라떼 핫(HOT) (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,25,,1.13,,,,1.41,,,,,,9,,,,,,,,,,0.85,,3,식품의약품안전처,,354ml,스무디킹,2,수집,2025-01-22,2025-12-29,1471000,식품의약품안전처
D220-748000000-0440,커피_카페 라떼 핫(HOT) (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,51,,2.82,,,,3.66,,,,,,32,,,,,,,,,,1.41,,3,식품의약품안전처,,355g,스타벅스,2,수집,2022-06-24,2025-12-29,1471000,식품의약품안전처
D220-748110000-0120,커피_카페 라떼 핫(HOT) (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,45,,1.95,,,,3.06,,,,,,31,,,,,,,,,,1.39,,3,식품의약품안전처,,360ml,커피에반하다,2,수집,2024-12-24,2025-12-29,1471000,식품의약품안전처
D220-748110000-0121,커피_카페 라떼 핫(HOT) (Venti),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,34,,1.25,,,,2.22,,,,,,22,,,,,,,,,,0.97,,3,식품의약품안전처,,720ml,커피에반하다,2,수집,2024-12-24,2025-12-29,1471000,식품의약품안전처
D220-748110000-0122,커피_카페 라떼 핫(HOT) 빅사이즈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100g,60,,2.63,,,,4.07,,,,,,46,,,,,,,,,,2.05,,3,식품의약품안전처,,430g,팔공티,2,수집,2025-01-21,2025-12-29,1471000,식품의약품안전처
D220-748120000-0011,커피_카페 모카 DRIP 아이스(ICED) (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,51,,1.23,,,,1.69,,,,,,46,,,,,,,,,,2.30,,3,식품의약품안전처,,651ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0012,커피_카페 모카 DRIP 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,52,,1.27,,,,1.69,,,,,,47,,,,,,,,,,2.33,,3,식품의약품안전처,,473ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0013,커피_카페 모카 DRIP 핫(HOT) (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,73,,1.90,,,,2.54,,,,,,66,,,,,,,,,,3.38,,3,식품의약품안전처,,473ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0014,커피_카페 모카 DRIP 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,64,,1.69,,,,2.17,,,,,,58,,,,,,,,,,2.90,,3,식품의약품안전처,,414ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0015,커피_카페 모카 ESP 아이스(ICED) (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,54,,1.38,,,,1.84,,,,,,48,,,,,,,,,,2.46,,3,식품의약품안전처,,651ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0016,커피_카페 모카 ESP 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,56,,1.48,,,,1.90,,,,,,49,,,,,,,,,,2.54,,3,식품의약품안전처,,473ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0017,커피_카페 모카 ESP 핫(HOT) (J),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,78,,2.11,,,,2.75,,,,,,69,,,,,,,,,,3.38,,3,식품의약품안전처,,473ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0018,커피_카페 모카 ESP 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,68,,1.93,,,,2.42,,,,,,60,,,,,,,,,,2.90,,3,식품의약품안전처,,414ml,공차,2,수집,2025-02-05,2025-12-29,1471000,식품의약품안전처
D220-748000000-1019,커피_카페 모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,45,,1.51,,,,5.65,,,,,,23,,,,,,,,,,,,3,식품의약품안전처,,591g,매머드 익스프레스,2,수집,2023-06-23,2025-12-29,1471000,식품의약품안전처
D220-748120000-0021,커피_카페 모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,44,,1.52,,,,5.45,,,,,,26,,,,,,,,,,,,3,식품의약품안전처,,591ml,매머드익스프레스,2,수집,2025-01-23,2025-12-29,1471000,식품의약품안전처
D220-748120000-0020,커피_카페 모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,67,,1.74,3.16,,7.83,6.67,,,,,,25,,,,,,,,,4.43,2.13,0.00,3,식품의약품안전처,,591ml,메가커피,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-748120000-0019,커피_카페 모카 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,58,,1.80,,,,5.29,,,,,,25,,,,,,,,,,0.89,,3,식품의약품안전처,,473ml,블루샥,2,수집,2024-12-17,2025-12-29,1471000,식품의약품안전처
D220-748120000-0022,커피_카페 모카 아이스(ICED) (EX),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,66,,1.32,,,,6.18,,,,,,26,,,,,,,,,,2.94,,3,식품의약품안전처,,680ml,이디야,2,수집,2024-12-10,2025-12-29,1471000,식품의약품안전처
D220-748000000-0442,커피_카페 모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,63,,1.78,,,,4.67,,,,,,16,,,,,,,,,,1.20,,3,식품의약품안전처,,450g,카페베네,2,수집,2022-07-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0023,커피_카페 모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,66,,1.50,,,,6.20,,,,,,27,,,,,,,,,,3.01,,3,식품의약품안전처,,532ml,이디야,2,수집,2024-12-10,2025-12-29,1471000,식품의약품안전처
D220-748120000-0024,커피_카페 모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100g,53,,1.63,,,,7.74,,,,,,25,,,,,,,,,,2.65,,3,식품의약품안전처,,491g,파스쿠찌,2,수집,2024-12-17,2025-12-29,1471000,식품의약품안전처
D220-748120000-0025,커피_카페 모카 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,54,,1.69,,,,5.18,,,,,,21,,,,,,,,,,1.12,,3,식품의약품안전처,,473ml,드롭탑,2,수집,2025-02-25,2025-12-29,1471000,식품의약품안전처
D220-748120000-0027,커피_카페 모카 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,54,,1.71,,,,5.18,,,,,,21,,,,,,,,,,1.11,,3,식품의약품안전처,,415ml,드롭탑,2,수집,2025-02-25,2025-12-29,1471000,식품의약품안전처
D220-748000000-0443,커피_카페 모카 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,63,,1.67,,,,4.72,,,,,,16,,,,,,,,,,1.19,,3,식품의약품안전처,,360g,카페베네,2,수집,2022-07-05,2025-12-29,1471000,식품의약품안전처
D220-748120000-0026,커피_카페 모카 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100g,74,,1.60,,,,7.45,,,,,,25,,,,,,,,,,2.66,,3,식품의약품안전처,,376g,파스쿠찌,2,수집,2024-12-17,2025-12-29,1471000,식품의약품안전처
D220-748000000-0444,커피_카페 모카 아이스(ICED) (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,70,,1.97,,,,5.92,,,,,,20,,,,,,,,,,2.25,,3,식품의약품안전처,,355g,스타벅스,2,수집,2022-06-24,2025-12-29,1471000,식품의약품안전처
D220-748120000-0028,커피_카페 모카 아이스(ICED) (V),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100g,79,,1.93,,,,8.53,,,,,,31,,,,,,,,,,2.58,,3,식품의약품안전처,,621g,파스쿠찌,2,수집,2024-12-17,2025-12-29,1471000,식품의약품안전처
D220-748120000-0029,커피_카페 모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074812,카페모카,207481200,해당없음,00,해당없음,100ml,65,,2.41,,,,7.57,,,,,,41,,,,,,,,,,,,3,식품의약품안전처,,473ml,매머드익스프레스,2,수집,2025-01-23,2025-12-29,1471000,식품의약품안전처
D220-748000000-1021,커피_카페 모카 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,00,해당없음,100g,67,,2.39,,,,7.84,,,,,,37,,,,,,,,,,,,3,식품의약품안전처,,473g,매머드 익스프레스,2,수집,2023-06-23,2025-12-29,1471000,식품의약품안전처
