식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D214-640000000-0015,샐러드_토마토칠리 핫도그 샐러드 박스,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14640,샐러드,1464000,해당없음,146400000,해당없음,00,해당없음,100g,194,,6.41,,,,4.70,,,,,,491,,,,,,,,,,2.99,,3,식품의약품안전처,,234g,뚜레쥬르,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D214-640000000-0016,샐러드_트리플 치즈 샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14640,샐러드,1464000,해당없음,146400000,해당없음,00,해당없음,100g,164,,5.91,8.71,,15.27,7.07,,,,,,184,,,,,,,,,20.69,3.53,0.12,3,식품의약품안전처,,203g,커피빈,2,수집,2022-07-19,2025-12-29,1471000,식품의약품안전처
D214-640000000-0027,샐러드_포테이토&튜나 샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14640,샐러드,1464000,해당없음,146400000,해당없음,00,해당없음,100g,174,,4.41,,,,4.13,,,,,,218,,,,,,,,,,2.48,,3,식품의약품안전처,,363g,뚜레쥬르,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D214-640000000-0049,샐러드_포테이토&튜나샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14640,샐러드,1464000,해당없음,146400000,해당없음,00,해당없음,100g,152,,4.41,,,,4.96,,,,,,201,,,,,,,,,,1.93,,3,식품의약품안전처,,363g,뚜레쥬르,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D214-640000000-0018,샐러드_프레시리코타치즈 샐러드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,14,생채·무침류,14640,샐러드,1464000,해당없음,146400000,해당없음,00,해당없음,100g,167,,5.42,,,,8.37,,,,,,84,,,,,,,,,,4.93,,3,식품의약품안전처,,203g,투썸플레이스,2,수집,2022-07-12,2025-12-29,1471000,식품의약품안전처
D220-736000000-0007,생강차_대추 생강차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,65,,0.00,,,,12.71,,,,,,7,,,,,,,,,,0.00,,3,식품의약품안전처,,354ml,할리스,2,수집,2024-12-10,2025-12-29,1471000,식품의약품안전처
D220-736000000-0008,생강차_대추 생강차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,65,,0.00,,,,12.71,,,,,,7,,,,,,,,,,0.00,,3,식품의약품안전처,,354ml,할리스,2,수집,2024-12-10,2025-12-29,1471000,식품의약품안전처
D220-736000000-0009,생강차_레몬 생강차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,59,,0.00,,,,11.02,,,,,,16,,,,,,,,,,0.09,,3,식품의약품안전처,,354ml,할리스,2,수집,2024-12-10,2025-12-29,1471000,식품의약품안전처
D220-736000000-0010,생강차_레몬 생강차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,59,,0.00,,,,11.02,,,,,,16,,,,,,,,,,0.09,,3,식품의약품안전처,,354ml,할리스,2,수집,2024-12-10,2025-12-29,1471000,식품의약품안전처
D220-736000000-0006,생강차_생강차,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100g,41,,0.14,,,,8.79,,,,,,7,,,,,,,,,,0.01,,3,식품의약품안전처,,100g,청자다방,2,수집,2023-06-30,2025-12-29,1471000,식품의약품안전처
D220-736000000-0011,생강차_생강차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,57,,0.00,,,,11.11,,,,,,2,,,,,,,,,,0.05,,3,식품의약품안전처,,414ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-736000000-0012,생강차_생강차 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,54,,0.03,,,,12.56,,,,,,11,,,,,,,,,,0.00,,3,식품의약품안전처,,360ml,커피베이,2,수집,2025-02-14,2025-12-29,1471000,식품의약품안전처
D220-736000000-0014,생강차_생강차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,54,,0.03,,,,12.56,,,,,,11,,,,,,,,,,0.00,,3,식품의약품안전처,,360ml,커피베이,2,수집,2025-02-14,2025-12-29,1471000,식품의약품안전처
D220-736000000-0013,생강차_생강차 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,61,,0.00,,,,11.98,,,,,,3,,,,,,,,,,0.05,,3,식품의약품안전처,,384ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-736000000-0003,생강차_유자 생강차,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100g,43,,0.00,,,,9.35,,,,,,8,,,,,,,,,,0.00,,3,식품의약품안전처,,385g,토프레소,2,수집,2022-07-11,2025-12-29,1471000,식품의약품안전처
D220-736000000-0015,생강차_전통 수정과 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100g,41,,0.14,,,,9.79,,,,,,13,,,,,,,,,,0.00,,3,식품의약품안전처,,435g,팔공티,2,수집,2025-01-21,2025-12-29,1471000,식품의약품안전처
D220-736000000-0016,생강차_전통 수정과 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100g,41,,0.15,,,,9.74,,,,,,13,,,,,,,,,,0.00,,3,식품의약품안전처,,390g,팔공티,2,수집,2025-01-21,2025-12-29,1471000,식품의약품안전처
D220-736000000-0004,생강차_진저티 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100g,48,,0.00,,,,10.28,,,,,,3,,,,,,,,,,0.00,,3,식품의약품안전처,,360g,요거프레소,2,수집,2022-07-04,2025-12-29,1471000,식품의약품안전처
D220-736000000-0005,생강차_진저티 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100g,48,,0.00,,,,10.28,,,,,,3,,,,,,,,,,0.00,,3,식품의약품안전처,,360g,요거프레소,2,수집,2022-07-04,2025-12-29,1471000,식품의약품안전처
D220-736000000-0017,생강차_홍시 동동 수정과 아이스(ICED) (EX),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,49,,0.15,,,,9.86,,,,,,4,,,,,,,,,,0.00,,3,식품의약품안전처,,680ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-736000000-0018,생강차_홍시 동동 수정과 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,54,,0.24,,,,10.87,,,,,,6,,,,,,,,,,0.00,,3,식품의약품안전처,,414ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-736000000-0019,생강차_홍시 동동 수정과 핫(HOT) (EX),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,51,,0.15,,,,10.29,,,,,,5,,,,,,,,,,0.00,,3,식품의약품안전처,,651ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D220-736000000-0020,생강차_홍시 동동 수정과 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20736,생강차,2073600,해당없음,207360000,해당없음,00,해당없음,100ml,59,,0.26,,,,11.72,,,,,,6,,,,,,,,,,0.00,,3,식품의약품안전처,,384ml,이디야,2,수집,2024-12-13,2025-12-29,1471000,식품의약품안전처
D512-559000000-0001,생선까스,D,음식,5,초등학교급식(재료량 기반 산출 함량),12,튀김류,12559,생선까스,1255900,해당없음,125590000,해당없음,00,해당없음,100ml,198,73.6,15.30,9.57,,10.89,0.47,0.6,47,0.56,188,219,413,23,23,1,0.100,0.102,0.884,3.89,0.50,85.05,1.61,,3,식품의약품안전처,,68ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D712-559000000-0001,생선까스,D,음식,7,산업체급식(재료량 기반 산출 함량),12,튀김류,12559,생선까스,1255900,해당없음,125590000,해당없음,00,해당없음,100ml,303,109.0,22.80,14.50,,17.50,0.74,1.0,70,0.88,279,327,680,36,36,3,0.149,0.155,1.301,6.19,0.75,129.02,2.45,,3,식품의약품안전처,,77.40,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D612-559000000-0001,생선까스,D,음식,6,중고등학교급식(재료량 기반 산출함량),12,튀김류,12559,생선까스,1255900,해당없음,125590000,해당없음,00,해당없음,100ml,198,73.6,15.30,9.57,,10.89,0.47,0.6,47,0.56,188,219,413,23,23,1,0.100,0.102,0.884,3.89,0.50,85.05,1.61,,3,식품의약품안전처,,68ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D412-559000000-0001,생선까스,D,음식,4,외식(재료량 기반 산출함량),12,튀김류,12559,생선까스,1255900,해당없음,125590000,해당없음,00,해당없음,100ml,105,43.8,9.00,4.93,,5.12,0.30,0.3,28,0.34,111,131,372,14,14,1,0.056,0.061,0.520,2.53,0.30,51.16,0.85,,3,식품의약품안전처,,259ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D312-559000000-0001,생선까스,D,음식,3,외식(분석함량),12,튀김류,12559,생선까스,1255900,해당없음,125590000,해당없음,00,해당없음,100g,327,42.6,12.17,20.55,1.45,23.28,0.98,1.9,23,0.00,170,164,394,5,5,5,0.044,0.087,1.185,0.00,,36.36,3.98,0.12,3,식품의약품안전처,,200g,해당없음,1,분석,2013-03-31,2025-12-29,1471000,식품의약품안전처
D412-559130000-0001,생선까스_소스,D,음식,4,외식(재료량 기반 산출함량),12,튀김류,12559,생선까스,1255913,소스,125591300,해당없음,00,해당없음,100ml,232,46.7,7.58,18.96,,7.25,0.54,0.2,6,0.41,115,65,201,2,2,9,0.085,0.159,1.298,0.55,0.11,40.24,2.79,,3,식품의약품안전처,,220ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D309-430010000-0001,생선전_가자미,D,음식,3,외식(분석함량),09,전·적 및 부침류,09430,생선전,0943001,가자미,094300100,해당없음,00,해당없음,100g,154,68.4,17.17,7.38,2.41,4.61,0.20,0.9,231,0.00,247,227,546,35,35,0,0.106,0.134,0.205,0.00,,117.51,1.50,0.04,3,식품의약품안전처,,150g,해당없음,1,분석,2014-09-30,2025-12-29,1471000,식품의약품안전처
D309-430040000-0001,생선전_동태,D,음식,3,외식(분석함량),09,전·적 및 부침류,09430,생선전,0943004,동태,094300400,해당없음,00,해당없음,100g,179,66.1,15.09,10.03,1.73,7.02,0.15,2.3,32,0.00,281,174,468,26,26,0,0.019,0.157,0.199,0.00,,119.17,2.11,0.06,3,식품의약품안전처,,150g,해당없음,1,분석,2013-03-31,2025-12-29,1471000,식품의약품안전처
D219-710000000-0001,샤베트_메론코코샤베트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19710,샤베트,1971000,해당없음,197100000,해당없음,00,해당없음,100g,45,,0.11,,,11.09,10.30,,,,,,5,,,,,,,,,,,,3,식품의약품안전처,,470g,탐앤탐스,2,수집,2022-07-13,2025-12-29,1471000,식품의약품안전처
D219-710000000-0002,샤베트_블루파인 샤베트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19710,샤베트,1971000,해당없음,197100000,해당없음,00,해당없음,100g,40,,0.23,0.17,,9.36,7.66,,,,,,9,,,,,,,,,0.64,0.11,,3,식품의약품안전처,,470g,탐앤탐스,2,수집,2022-07-13,2025-12-29,1471000,식품의약품안전처
D219-710000000-0003,샤베트_와인 샤베트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,19,유제품류 및 빙과류,19710,샤베트,1971000,해당없음,197100000,해당없음,00,해당없음,100g,74,,0.21,0.43,,17.66,15.53,,,,,,0,,,,,,,,,,,,3,식품의약품안전처,,470g,탐앤탐스,2,수집,2022-07-13,2025-12-29,1471000,식품의약품안전처
D306-287000000-0001,샤브샤브_간편조리세트_소고기 샤브샤브,D,음식,3,외식(분석함량),06,찌개 및 전골류,06287,샤브샤브,0628700,해당없음,062870000,해당없음,00,해당없음,100g,34,92.1,2.71,1.26,0.96,2.99,2.36,0.7,6,0.37,32,93,239,,0,146,0.263,0.057,0.483,0.78,0.00,5.60,0.09,0.01,3,식품의약품안전처,,1686g,프레시지,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D306-287000000-0002,샤브샤브_간편조리세트_소고기스키야키,D,음식,3,외식(분석함량),06,찌개 및 전골류,06287,샤브샤브,0628700,해당없음,062870000,해당없음,00,해당없음,100g,76,81.8,6.23,1.78,1.56,8.65,3.67,0.4,10,0.09,67,177,414,,0,22,0.095,0.106,1.176,5.42,0.00,12.90,0.33,0.01,3,식품의약품안전처,,1024g,GS 리테일 심플리쿡,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D306-287000000-0003,샤브샤브_간편조리세트_일호식 스키야키,D,음식,3,외식(분석함량),06,찌개 및 전골류,06287,샤브샤브,0628700,해당없음,062870000,해당없음,00,해당없음,100g,51,89.3,3.36,2.60,1.09,3.64,2.38,0.7,20,0.59,55,94,315,,14,40,0.272,0.065,0.389,0.00,0.10,31.69,0.37,0.03,3,식품의약품안전처,,1234g,신세계푸드 피코크,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D106-287150000-0001,샤브샤브_버섯,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06287,샤브샤브,0628715,버섯,062871500,해당없음,00,해당없음,100g,30,93.1,3.88,0.90,0.55,1.57,0.53,1.3,3,0.31,19,43,51,4,0,53,0.000,0.146,1.863,0.00,0.00,7.55,0.62,0.03,3,식품의약품안전처,,350g,해당없음,1,분석,2017-12-31,2025-12-29,1471000,식품의약품안전처
D306-287180000-0001,샤브샤브_소고기,D,음식,3,외식(분석함량),06,찌개 및 전골류,06287,샤브샤브,0628718,소고기,062871800,해당없음,00,해당없음,100g,44,90.4,4.85,1.63,0.70,2.45,0.40,1.6,16,0.00,42,111,187,12,0,138,0.040,0.037,0.392,0.00,,12.67,0.62,0.05,3,식품의약품안전처,,600g,해당없음,1,분석,2016-10-31,2025-12-29,1471000,식품의약품안전처
D106-287180000-0001,샤브샤브_소고기,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06287,샤브샤브,0628718,소고기,062871800,해당없음,00,해당없음,100g,43,90.5,5.38,1.62,0.73,1.80,1.49,1.2,13,0.57,66,221,96,3,1,31,0.893,0.128,4.232,2.97,0.00,11.90,0.18,0.00,3,식품의약품안전처,,600g,해당없음,1,분석,2019-12-31,2025-12-29,1471000,식품의약품안전처
D408-423000000-0001,서대구이,D,음식,4,외식(재료량 기반 산출함량),08,구이류,08423,서대구이,0842300,해당없음,084230000,해당없음,00,해당없음,100ml,161,106.5,25.10,5.77,,0.71,0.00,0.0,27,1.35,280,4,1177,4,4,0,0.162,0.296,3.906,1.35,2.56,101.01,0.90,,3,식품의약품안전처,,79.20,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D415-685000000-0001,섞박지,D,음식,4,외식(재료량 기반 산출함량),15,김치류,15685,섞박지,1568500,해당없음,156850000,해당없음,00,해당없음,100ml,41,123.5,2.30,0.84,,7.43,2.77,3.3,61,0.81,69,446,2027,39,2,444,0.152,0.156,0.813,11.21,0.13,1.47,0.18,,3,식품의약품안전처,,93.50,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D615-685000000-0001,섞박지,D,음식,6,중고등학교급식(재료량 기반 산출함량),15,김치류,15685,섞박지,1568500,해당없음,156850000,해당없음,00,해당없음,100ml,35,78.4,1.90,1.24,,5.04,1.75,2.3,53,0.62,55,290,1351,23,1,264,0.100,0.145,0.574,6.24,0.09,0.96,0.23,,3,식품의약품안전처,,69.90,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D706-338000000-0001,섞어찌개(모듬찌개),D,음식,7,산업체급식(재료량 기반 산출 함량),06,찌개 및 전골류,06338,섞어찌개(모듬찌개),0633800,해당없음,063380000,해당없음,00,해당없음,100ml,47,47.0,3.70,1.32,,5.58,1.46,1.4,18,0.41,53,168,290,15,0,181,0.067,0.068,0.524,3.69,0.04,6.15,0.37,,3,식품의약품안전처,,351.6,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D406-338000000-0001,섞어찌개(모듬찌개),D,음식,4,외식(재료량 기반 산출함량),06,찌개 및 전골류,06338,섞어찌개(모듬찌개),0633800,해당없음,063380000,해당없음,00,해당없음,100ml,39,24.0,1.70,2.09,,3.73,0.90,1.1,9,0.34,27,110,194,15,1,164,0.031,0.060,0.264,1.29,0.00,3.28,0.61,,3,식품의약품안전처,,481ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-297470000-0001,선지해장국_내장,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05297,선지해장국,0529747,내장,052974700,해당없음,00,해당없음,100ml,34,56.3,4.40,0.98,,2.07,0.41,0.6,13,5.95,23,74,278,10,5,58,0.034,0.039,0.479,1.63,0.00,12.66,0.28,,3,식품의약품안전처,,600ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-298000000-0001,선짓국,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05298,선짓국,0529800,해당없음,052980000,해당없음,00,해당없음,100ml,27,49.8,3.60,0.49,,2.15,0.45,0.7,13,5.86,17,70,248,6,0,65,0.033,0.024,0.355,1.99,0.00,0.75,0.13,,3,식품의약품안전처,,600ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-298000000-0001,선짓국,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05298,선짓국,0529800,해당없음,052980000,해당없음,00,해당없음,100ml,45,39.5,3.90,1.90,,3.53,0.80,1.6,26,3.16,35,106,462,31,1,361,0.065,0.066,0.468,1.10,0.00,5.12,0.53,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D505-298000000-0001,선짓국,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05298,선짓국,0529800,해당없음,052980000,해당없음,00,해당없음,100ml,40,40.4,3.40,1.53,,3.50,0.80,1.6,23,3.19,28,92,474,32,1,372,0.063,0.061,0.428,1.65,0.00,4.22,0.44,,3,식품의약품안전처,,220.5,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-298470000-0001,선짓국_내장,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05298,선짓국,0529847,내장,052984700,해당없음,00,해당없음,100ml,45,65.0,5.40,1.63,,1.97,0.37,0.6,12,6.07,30,79,317,16,12,49,0.036,0.059,0.644,1.14,0.00,28.53,0.48,,3,식품의약품안전처,,600ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-231000000-0001,설렁탕,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05231,설렁탕,0523100,해당없음,052310000,해당없음,00,해당없음,100ml,37,10.3,2.10,1.24,,4.08,0.12,0.1,2,0.26,18,31,133,1,1,4,0.009,0.022,0.201,0.14,0.00,4.93,0.39,,3,식품의약품안전처,,550ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D505-231000000-0001,설렁탕,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05231,설렁탕,0523100,해당없음,052310000,해당없음,00,해당없음,100ml,41,26.5,2.65,1.24,,4.43,0.18,0.2,5,0.38,25,56,135,2,2,3,0.019,0.041,0.304,0.40,0.02,9.00,0.41,,3,식품의약품안전처,,230ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D105-231000000-0001,설렁탕,D,음식,1,가정식(분석 함량),05,국 및 탕류,05231,설렁탕,0523100,해당없음,052310000,해당없음,00,해당없음,100g,24,94.7,4.26,0.58,0.13,0.36,0.00,1.0,7,0.28,17,23,22,0,0,0,0.000,0.030,0.102,2.51,0.00,6.97,0.23,0.02,3,식품의약품안전처,,500g,해당없음,1,분석,2018-12-31,2025-12-29,1471000,식품의약품안전처
D313-583000000-0001,세발나물무침,D,음식,3,외식(분석함량),13,나물·숙채류,13583,세발나물무침,1358300,해당없음,135830000,해당없음,00,해당없음,100g,78,83.2,3.01,4.25,2.53,7.05,3.67,4.1,74,0.75,54,319,701,,0,2331,0.047,0.160,0.403,3.87,0.00,0.00,0.59,0.12,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D510-519000000-0001,세발낙지볶음,D,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,10519,세발낙지볶음,1051900,해당없음,105190000,해당없음,00,해당없음,100ml,88,110.5,11.60,0.90,,8.35,3.09,1.2,27,0.73,159,354,367,24,0,291,0.077,0.117,1.699,1.70,0.00,85.95,0.27,,3,식품의약품안전처,,110ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D610-519000000-0001,세발낙지볶음,D,음식,6,중고등학교급식(재료량 기반 산출함량),10,볶음류,10519,세발낙지볶음,1051900,해당없음,105190000,해당없음,00,해당없음,100ml,68,60.4,4.70,2.29,,7.88,4.58,1.6,19,0.37,68,214,442,27,0,328,0.067,0.076,0.803,6.84,0.00,28.79,0.40,,3,식품의약품안전처,,256ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D710-519000000-0001,세발낙지볶음,D,음식,7,산업체급식(재료량 기반 산출 함량),10,볶음류,10519,세발낙지볶음,1051900,해당없음,105190000,해당없음,00,해당없음,100ml,68,60.4,4.70,2.29,,7.88,4.58,1.6,19,0.37,68,214,442,27,0,328,0.067,0.076,0.803,6.84,0.00,28.79,0.40,,3,식품의약품안전처,,256ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D407-366000000-0001,세발낙지찜,D,음식,4,외식(재료량 기반 산출함량),07,찜류,07366,세발낙지찜,0736600,해당없음,073660000,해당없음,00,해당없음,100ml,74,59.5,5.50,4.31,,3.80,0.90,1.2,26,0.70,87,184,235,13,1,149,0.054,0.099,0.924,0.84,0.11,35.50,0.68,,3,식품의약품안전처,,600ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D410-520000000-0001,소간 채소볶음,D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10520,소간 채소볶음,1052000,해당없음,105200000,해당없음,00,해당없음,100ml,120,98.9,10.50,5.29,,7.74,3.79,2.5,24,4.19,145,375,498,4643,4537,1277,0.164,1.189,7.593,15.47,0.00,118.04,0.92,,3,식품의약품안전처,,104.2,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D508-424000000-0001,소갈비 구이,D,음식,5,초등학교급식(재료량 기반 산출 함량),08,구이류,08424,소갈비 구이,0842400,해당없음,084240000,해당없음,00,해당없음,100ml,210,54.7,10.20,15.23,,6.33,3.48,0.4,10,1.89,80,178,411,1,0,6,0.028,0.290,0.631,0.98,0.00,37.39,5.14,,3,식품의약품안전처,,141.4,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D608-424000000-0001,소갈비 구이,D,음식,6,중고등학교급식(재료량 기반 산출함량),08,구이류,08424,소갈비 구이,0842400,해당없음,084240000,해당없음,00,해당없음,100ml,210,54.7,10.20,15.23,,6.33,3.48,0.4,10,1.89,80,178,411,1,0,6,0.028,0.290,0.631,0.98,0.00,37.39,5.14,,3,식품의약품안전처,,141.4,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D408-424000000-0001,소갈비 구이,D,음식,4,외식(재료량 기반 산출함량),08,구이류,08424,소갈비 구이,0842400,해당없음,084240000,해당없음,00,해당없음,100ml,298,76.4,14.40,21.60,,9.01,5.25,0.6,15,2.69,111,247,479,2,0,21,0.041,0.382,0.867,1.46,0.00,53.03,7.29,,3,식품의약품안전처,,216ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D708-424000000-0001,소갈비 구이,D,음식,7,산업체급식(재료량 기반 산출 함량),08,구이류,08424,소갈비 구이,0842400,해당없음,084240000,해당없음,00,해당없음,100ml,210,54.7,10.20,15.23,,6.33,3.48,0.4,10,1.89,80,178,411,1,0,6,0.028,0.290,0.631,0.98,0.00,37.39,5.14,,3,식품의약품안전처,,141.4,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D607-333000000-0001,소갈비찜,D,음식,6,중고등학교급식(재료량 기반 산출함량),07,찜류,07333,소갈비찜,0733300,해당없음,073330000,해당없음,00,해당없음,100ml,238,87.0,12.80,16.80,,7.91,2.99,1.7,18,2.34,109,335,357,74,0,894,0.058,0.335,1.349,2.97,0.00,45.16,5.97,,3,식품의약품안전처,,116.1,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D707-333000000-0001,소갈비찜,D,음식,7,산업체급식(재료량 기반 산출 함량),07,찜류,07333,소갈비찜,0733300,해당없음,073330000,해당없음,00,해당없음,100ml,160,56.6,8.00,11.32,,5.30,3.04,0.6,12,1.49,67,184,265,41,0,496,0.031,0.203,0.568,1.97,0.00,29.36,3.94,,3,식품의약품안전처,,225.2,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
